dates,Code,Volume,Zero,NssZero,DiffZero,Yield,NssYield,DiffYield,dayRet,stdev,skew,pct_chg,month_cum
2021-12-27,210013.IB,2470000000,0.0284971886990012,0.0281912764380735,-3.05912260927646,0.028325,0.027942302600747,-3.82697399252969,-1.6114605976709842,1.651048760212095,-0.0396038714058296,0.0056548055132450425,-3.5158179062970065
2021-12-28,210013.IB,6300000000,0.0283748735863056,0.0279243493905671,-4.50524195738551,0.028225,0.027687525254746,-5.37474745254049,-1.223151126956007,1.6550250388974743,-0.002711584636574196,0.004310683969166007,-4.738969033253014
2021-12-29,210013.IB,8135100000,0.0282414404555171,0.0278786474222474,-3.62793033269686,0.028084,0.0276366324614439,-4.47367538556079,-1.3343313078850034,1.646780000927399,0.06921927880137534,0.00472472822335912,-6.073300341138017
2021-12-30,210013.IB,6055050000,0.0279603399834779,0.027805511812571,-1.54828170906965,0.0278,0.0275091513249981,-2.90848675001905,-2.811004720391988,1.6527750553754068,0.06133834458203098,0.010053542703890805,-8.884305061530005
2021-12-31,210013.IB,1562450000,0.0280266924439872,0.0277270097349618,-2.996827090254,0.027866,0.0274222562275596,-4.43743772440355,0.6635246050929953,1.6522280805495024,0.06219494084159916,-0.002367473815967025,-8.22078045643701
2022-01-04,210013.IB,10234590000,0.0280582683303521,0.0276524120343297,-4.05856296022428,0.027866,0.0273479498559132,-5.18050144086801,0.3157588636490058,1.6447717879780916,0.0756846189797208,-0.00112536832256116,0.3157588636490058
2022-01-05,210013.IB,6876450000,0.0281499775949451,0.0278019993375358,-3.47978257409273,0.02795,0.0274848960523486,-4.65103947651393,0.9170926459299913,1.6547991159327273,0.019354814871668964,-0.0032578805536764843,1.2328515095789971
2022-01-06,210013.IB,10656310000,0.0283911693593037,0.0276516773863956,-7.39491972908107,0.02821,0.0273949969983772,-8.1500300162278,2.4119176435859897,1.6965284374583036,0.04282566808796545,-0.008495309274028195,3.6447691531649866
2022-01-07,210013.IB,6264390000,0.0283519823851263,0.0277837358233145,-5.68246561811779,0.02815,0.0275155493276997,-6.34450672300287,-0.39186974177398554,1.6965261003316512,0.04375590738375398,0.0013821599366525827,3.252899411391001
2022-01-10,210013.IB,5653400000,0.0280605608841525,0.0278685216913601,-1.92039192792343,0.027861,0.027554831787574,-3.06168212425992,-2.914215009738007,1.7284756429858048,0.09487415329388695,0.010385448180345591,0.3386844016529942
2022-01-11,210013.IB,8846860000,0.0281712905488787,0.0277180172033338,-4.53273345544947,0.027971,0.0274201608643556,-5.50839135644386,1.1072966472620154,1.7000440496954536,0.0397973799773365,-0.003930585449540502,1.4459810489150096
2022-01-12,210013.IB,4150000000,0.0279721517228427,0.0274940241963701,-4.78127526472649,0.027775,0.0272220660772395,-5.52933922760464,-1.991388260360015,1.7151318888057092,0.0785087561860366,0.007119181534875674,-0.5454072114450055
2022-01-13,210013.IB,8677100000,0.0278807931305618,0.0277012719680088,-1.79521162553032,0.0277,0.0274098224435522,-2.90177556447824,-0.9135859228090113,1.6909897695240481,0.062328099310168555,0.0032767572949981005,-1.4589931342540163
2022-01-14,210013.IB,5568350000,0.0278650195727348,0.0276712015379675,-1.9381803476733,0.027678,0.0274002577059004,-2.77742294099589,-0.15773557827000045,1.6799500464674255,0.016581519443275867,0.0005660702224101755,-1.6167287125240168
2022-01-17,210013.IB,9100000000,0.0277941477458404,0.0275070275340028,-2.87120211837539,0.0276,0.0272079709382969,-3.92029061703138,-0.7087182689439684,1.6137676009094808,0.0819452498415665,0.0025498830740369183,-2.3254469814679855
2022-01-18,210013.IB,7590000000,0.0271781372759494,0.0270238121670832,-1.54325108866236,0.027,0.026726168216052,-2.73831783947996,-6.160104698910013,1.7867542554896017,-0.429684667500921,0.022665661875073573,-8.485551680377998
2022-01-19,210013.IB,5897500000,0.0268840725596811,0.0266496493709989,-2.34423188682227,0.0267,0.026327312346638,-3.72687653361972,-2.9406471626830175,1.8047174061182922,-0.3453285043475381,0.010938250356804957,-11.426198843061016
2022-01-20,210013.IB,4780640000,0.0269715073892433,0.0264824163312313,-4.89091058011964,0.02675,0.0261688377398008,-5.81162260199164,0.87434829562201,1.8149683630351792,-0.3690811103871008,-0.0032417479787233416,-10.551850547439006
